Flight_no,Flight_Date,day_of_week,is_weekend,month_name,quarter_label,year,Carrier_Name,Carrier_Code,Origin_Airport_Code,Origin_Airport_Name,Destination_Airport_Code,Destination_Airport_Name,Route,Flight_Status,Tail_no,First_Class_Seats,Business_Class_Seats,Economy_Class_Seats,Total_Seats,Flown_Coupon_Count,Passenger_Count,Route_Traffic,Daily_Flight_Volume,Flight_Load_Factor_Pct
307,2025-05-26,Monday,False,May,Q2,2025,Star Air,XX,BNE,Brisbane Airport (BNE),DXB,Dubai International Airport,BNE-DXB,Active,9V3296,13.0,22.0,299.0,334.0,252,252,252,19,75.45
767,2025-05-26,Monday,False,May,Q2,2025,Star Air,XX,CCU,Netaji Subhas Chandra Bose International Airport,DXB,Dubai International Airport,CCU-DXB,,,,,,,241,241,241,19,
420,2025-05-26,Monday,False,May,Q2,2025,Star Air,XX,CMB,Bandaranaike International Airport (CMB),DXB,Dubai International Airport,CMB-DXB,Active,D-A9861,8.0,24.0,292.0,324.0,239,239,239,19,73.77
962,2025-06-21,Saturday,True,June,Q2,2025,Star Air,XX,GVA,Geneva Airport (GVA),DXB,Dubai International Airport,GVA-DXB,Active,D-A9830,14.0,30.0,294.0,338.0,219,219,219,22,64.79
445,2025-05-13,Tuesday,False,May,Q2,2025,Star Air,XX,COK,Cochin International Airport,DXB,Dubai International Airport,COK-DXB,Active,D-A5874,9.0,22.0,296.0,327.0,251,251,251,23,76.76
225,2025-05-13,Tuesday,False,May,Q2,2025,Star Air,XX,DFW,Dallas/Fort Worth International Airport (DFW,DXB,Dubai International Airport,DFW-DXB,Active,A64597,9.0,40.0,297.0,346.0,247,247,247,23,71.39
970,2025-05-26,Monday,False,May,Q2,2025,Star Air,XX,DXB,Dubai International Airport,BKK,Suvarnabhumi Airport,DXB-BKK,,,,,,,212,212,212,19,
130,2025-06-21,Saturday,True,June,Q2,2025,Star Air,XX,DXB,Dubai International Airport,BNE,Brisbane Airport (BNE),DXB-BNE,Active,A68913,6.0,28.0,292.0,326.0,249,249,249,22,76.38
603,2025-05-13,Tuesday,False,May,Q2,2025,Star Air,XX,DXB,Dubai International Airport,BNE,Brisbane Airport (BNE),DXB-BNE,,,,,,,223,223,944,23,
285,2025-05-13,Tuesday,False,May,Q2,2025,Star Air,XX,DXB,Dubai International Airport,BNE,Brisbane Airport (BNE),DXB-BNE,,,,,,,245,245,944,23,
311,2025-05-13,Tuesday,False,May,Q2,2025,Star Air,XX,DXB,Dubai International Airport,BNE,Brisbane Airport (BNE),DXB-BNE,,,,,,,246,246,944,23,
950,2025-05-19,Monday,False,May,Q2,2025,Star Air,XX,DXB,Dubai International Airport,CDG,Charles de Gaulle Airport (CDG),DXB-CDG,,,,,,,237,237,237,17,
883,2025-05-26,Monday,False,May,Q2,2025,Star Air,XX,DXB,Dubai International Airport,BNE,Brisbane Airport (BNE),DXB-BNE,,,,,,,246,246,246,19,
192,2025-05-19,Monday,False,May,Q2,2025,Star Air,XX,DXB,Dubai International Airport,CHC,Christchurch Airport,DXB-CHC,,,,,,,252,252,252,17,
192,2025-05-26,Monday,False,May,Q2,2025,Star Air,XX,DXB,Dubai International Airport,CHC,Christchurch Airport,DXB-CHC,,,,,,,247,247,247,19,
892,2025-05-19,Monday,False,May,Q2,2025,Star Air,XX,DXB,Dubai International Airport,DFW,Dallas/Fort Worth International Airport (DFW,DXB-DFW,Active,D-A8009,8.0,37.0,292.0,337.0,245,245,245,17,72.7
139,2025-06-21,Saturday,True,June,Q2,2025,Star Air,XX,DXB,Dubai International Airport,CPT,Cape Town International Airport,DXB-CPT,Active,A68535,13.0,40.0,293.0,346.0,240,240,240,22,69.36
892,2025-05-26,Monday,False,May,Q2,2025,Star Air,XX,DXB,Dubai International Airport,DFW,Dallas/Fort Worth International Airport (DFW,DXB-DFW,Active,D-A8009,8.0,37.0,292.0,337.0,240,240,240,19,71.22
772,2025-05-19,Monday,False,May,Q2,2025,Star Air,XX,DXB,Dubai International Airport,MEL,Melbourne Airport (MEL),DXB-MEL,,,,,,,242,242,490,17,
850,2025-05-19,Monday,False,May,Q2,2025,Star Air,XX,DXB,Dubai International Airport,MEL,Melbourne Airport (MEL),DXB-MEL,,,,,,,248,248,490,17,
560,2025-05-19,Monday,False,May,Q2,2025,Star Air,XX,DXB,Dubai International Airport,FRA,Frankfurt Airport (FRA),DXB-FRA,,,,,,,231,231,231,17,
393,2025-06-21,Saturday,True,June,Q2,2025,Star Air,XX,DXB,Dubai International Airport,LHE,Allama Iqbal International Airport,DXB-LHE,,,,,,,228,228,228,22,
772,2025-05-26,Monday,False,May,Q2,2025,Star Air,XX,DXB,Dubai International Airport,MEL,Melbourne Airport (MEL),DXB-MEL,,,,,,,239,239,239,19,
847,2025-05-26,Monday,False,May,Q2,2025,Star Air,XX,DXB,Dubai International Airport,DUB,Dublin Airport (DUB),DXB-DUB,,,,,,,244,244,244,19,
907,2025-05-13,Tuesday,False,May,Q2,2025,Star Air,XX,DXB,Dubai International Airport,MEL,Melbourne Airport (MEL),DXB-MEL,,,,,,,254,254,254,23,
366,2025-06-21,Saturday,True,June,Q2,2025,Star Air,XX,DXB,Dubai International Airport,MAA,Chennai International Airport,DXB-MAA,Active,A67106,12.0,30.0,292.0,334.0,224,224,224,22,67.07
815,2025-05-13,Tuesday,False,May,Q2,2025,Star Air,XX,DXB,Dubai International Airport,MRU,Sir Seewoosagur Ramgoolam International Airport,DXB-MRU,Active,9V2606,6.0,25.0,286.0,317.0,224,224,224,23,70.66
567,2025-05-13,Tuesday,False,May,Q2,2025,Star Air,XX,DXB,Dubai International Airport,SYD,Sydney Kingsford Smith Airport (SYD),DXB-SYD,,,,,,,236,236,236,23,
148,2025-05-13,Tuesday,False,May,Q2,2025,Star Air,XX,DXB,Dubai International Airport,SIN,Singapore Changi Airport (SIN),DXB-SIN,,,,,,,240,240,240,23,
343,2025-05-19,Monday,False,May,Q2,2025,Star Air,XX,DXB,Dubai International Airport,SYD,Sydney Kingsford Smith Airport (SYD),DXB-SYD,,,,,,,244,244,244,17,
952,2025-06-21,Saturday,True,June,Q2,2025,Star Air,XX,DXB,Dubai International Airport,SYD,Sydney Kingsford Smith Airport (SYD),DXB-SYD,,,,,,,242,242,242,22,
343,2025-05-26,Monday,False,May,Q2,2025,Star Air,XX,DXB,Dubai International Airport,SYD,Sydney Kingsford Smith Airport (SYD),DXB-SYD,,,,,,,244,244,244,19,
404,2025-05-26,Monday,False,May,Q2,2025,Star Air,XX,DXB,Dubai International Airport,YUL,Montréal–Trudeau International Airport,DXB-YUL,Active,9V7174,11.0,23.0,295.0,329.0,238,238,238,19,72.34
404,2025-05-19,Monday,False,May,Q2,2025,Star Air,XX,DXB,Dubai International Airport,YUL,Montréal–Trudeau International Airport,DXB-YUL,Active,9V7174,11.0,23.0,295.0,329.0,247,247,247,17,75.08
499,2025-05-19,Monday,False,May,Q2,2025,Star Air,XX,HYD,Hyderabad - Rajiv Gandhi International Airport,DXB,Dubai International Airport,HYD-DXB,Active,C-F5692,10.0,32.0,292.0,334.0,261,261,261,17,78.14
199,2025-06-21,Saturday,True,June,Q2,2025,Star Air,XX,DXB,Dubai International Airport,YUL,Montréal–Trudeau International Airport,DXB-YUL,Active,VT6238,13.0,40.0,296.0,349.0,238,238,238,22,68.19
521,2025-06-21,Saturday,True,June,Q2,2025,Star Air,XX,IAH,George Bush Intercontinental Airport,DXB,Dubai International Airport,IAH-DXB,Active,A69481,9.0,36.0,287.0,332.0,237,237,237,22,71.39
331,2025-05-13,Tuesday,False,May,Q2,2025,Star Air,XX,LHR,Heathrow Airport,DXB,Dubai International Airport,LHR-DXB,,,,,,,253,253,253,23,
195,2025-05-19,Monday,False,May,Q2,2025,Star Air,XX,KHI,Jinnah International Airport,DXB,Dubai International Airport,KHI-DXB,,,,,,,267,267,267,17,
895,2025-05-13,Tuesday,False,May,Q2,2025,Star Air,XX,JFK,John F. Kennedy International Airport (JFK),DXB,Dubai International Airport,JFK-DXB,,,,,,,248,248,248,23,
393,2025-05-13,Tuesday,False,May,Q2,2025,Star Air,XX,LHE,Allama Iqbal International Airport,DXB,Dubai International Airport,LHE-DXB,Active,A63240,8.0,34.0,292.0,334.0,255,255,255,23,76.35
301,2025-05-13,Tuesday,False,May,Q2,2025,Star Air,XX,ADD,Addis Ababa Bole International Airport,DXB,Dubai International Airport,ADD-DXB,,,,,,,246,246,246,23,
731,2025-06-21,Saturday,True,June,Q2,2025,Star Air,XX,DXB,Dubai International Airport,YYZ,Toronto Pearson International Airport,DXB-YYZ,Active,A65203,13.0,32.0,283.0,328.0,234,234,234,22,71.34
231,2025-05-19,Monday,False,May,Q2,2025,Star Air,XX,MEL,Melbourne Airport (MEL),DXB,Dubai International Airport,MEL-DXB,Active,D-A7710,7.0,37.0,275.0,319.0,237,237,488,17,74.29
195,2025-05-26,Monday,False,May,Q2,2025,Star Air,XX,KHI,Jinnah International Airport,DXB,Dubai International Airport,KHI-DXB,,,,,,,246,246,246,19,
796,2025-05-13,Tuesday,False,May,Q2,2025,Star Air,XX,MAA,Chennai International Airport,DXB,Dubai International Airport,MAA-DXB,,,,,,,251,251,251,23,
651,2025-05-13,Tuesday,False,May,Q2,2025,Star Air,XX,MIL,Milan–Malpensa Airport,DXB,Dubai International Airport,MIL-DXB,,,,,,,234,234,234,23,
253,2025-06-21,Saturday,True,June,Q2,2025,Star Air,XX,MRU,Sir Seewoosagur Ramgoolam International Airport,DXB,Dubai International Airport,MRU-DXB,Active,9V9961,7.0,39.0,294.0,340.0,256,256,509,22,75.29
815,2025-06-21,Saturday,True,June,Q2,2025,Star Air,XX,MRU,Sir Seewoosagur Ramgoolam International Airport,DXB,Dubai International Airport,MRU-DXB,,,,,,,253,253,509,22,
231,2025-05-26,Monday,False,May,Q2,2025,Star Air,XX,MEL,Melbourne Airport (MEL),DXB,Dubai International Airport,MEL-DXB,Active,D-A7710,7.0,37.0,275.0,319.0,229,229,476,19,71.79
456,2025-06-21,Saturday,True,June,Q2,2025,Star Air,XX,MIL,Milan–Malpensa Airport,DXB,Dubai International Airport,MIL-DXB,,,,,,,226,226,226,22,
277,2025-05-19,Monday,False,May,Q2,2025,Star Air,XX,PEW,Bacha Khan International Airport,DXB,Dubai International Airport,PEW-DXB,,,,,,,244,244,244,17,
822,2025-05-26,Monday,False,May,Q2,2025,Star Air,XX,LHE,Allama Iqbal International Airport,DXB,Dubai International Airport,LHE-DXB,,,,,,,228,228,228,19,
504,2025-05-19,Monday,False,May,Q2,2025,Star Air,XX,SIN,Singapore Changi Airport (SIN),DXB,Dubai International Airport,SIN-DXB,Active,D-A6921,9.0,28.0,295.0,332.0,249,249,249,17,75.0
833,2025-06-21,Saturday,True,June,Q2,2025,Star Air,XX,ORD,O'Hare International Airport (ORD),DXB,Dubai International Airport,ORD-DXB,Active,VT7554,11.0,36.0,292.0,339.0,247,247,722,22,72.86
542,2025-06-21,Saturday,True,June,Q2,2025,Star Air,XX,ORD,O'Hare International Airport (ORD),DXB,Dubai International Airport,ORD-DXB,Active,9V3688,8.0,24.0,297.0,329.0,242,242,722,22,73.56
529,2025-06-21,Saturday,True,June,Q2,2025,Star Air,XX,ORD,O'Hare International Airport (ORD),DXB,Dubai International Airport,ORD-DXB,Active,9V2650,10.0,30.0,295.0,335.0,233,233,722,22,69.55
383,2025-05-13,Tuesday,False,May,Q2,2025,Star Air,XX,SYD,Sydney Kingsford Smith Airport (SYD),DXB,Dubai International Airport,SYD-DXB,Active,A69316,7.0,37.0,294.0,338.0,230,230,474,23,68.05
952,2025-05-13,Tuesday,False,May,Q2,2025,Star Air,XX,SYD,Sydney Kingsford Smith Airport (SYD),DXB,Dubai International Airport,SYD-DXB,Active,D-A7585,13.0,28.0,296.0,337.0,244,244,474,23,72.4
384,2025-05-19,Monday,False,May,Q2,2025,Star Air,XX,YUL,Montréal–Trudeau International Airport,DXB,Dubai International Airport,YUL-DXB,,,,,,,232,232,232,17,
384,2025-05-26,Monday,False,May,Q2,2025,Star Air,XX,YUL,Montréal–Trudeau International Airport,DXB,Dubai International Airport,YUL-DXB,,,,,,,237,237,493,19,
982,2025-05-26,Monday,False,May,Q2,2025,Star Air,XX,YUL,Montréal–Trudeau International Airport,DXB,Dubai International Airport,YUL-DXB,,,,,,,256,256,493,19,
680,2025-05-13,Tuesday,False,May,Q2,2025,Star Air,XX,YUL,Montréal–Trudeau International Airport,DXB,Dubai International Airport,YUL-DXB,,,,,,,230,230,230,23,
658,2025-08-02,Saturday,True,August,Q3,2025,Star Air,XX,DXB,Dubai International Airport,CHC,Christchurch Airport,DXB-CHC,Active,VT2581,14.0,37.0,295.0,346.0,237,237,237,16,68.5
924,2025-09-23,Tuesday,False,September,Q3,2025,Star Air,XX,HAN,Noi Bai International Airport,DXB,Dubai International Airport,HAN-DXB,,,,,,,267,267,267,21,
225,2025-08-02,Saturday,True,August,Q3,2025,Star Air,XX,DXB,Dubai International Airport,DFW,Dallas/Fort Worth International Airport (DFW,DXB-DFW,,,,,,,236,236,236,16,
339,2025-07-30,Wednesday,False,July,Q3,2025,Star Air,XX,CHC,Christchurch Airport,DXB,Dubai International Airport,CHC-DXB,Active,9V7617,14.0,34.0,291.0,339.0,260,260,504,28,76.7
383,2025-09-23,Tuesday,False,September,Q3,2025,Star Air,XX,SYD,Sydney Kingsford Smith Airport (SYD),DXB,Dubai International Airport,SYD-DXB,Active,A69316,7.0,37.0,294.0,338.0,253,253,493,21,74.85
276,2025-07-30,Wednesday,False,July,Q3,2025,Star Air,XX,DXB,Dubai International Airport,PEW,Bacha Khan International Airport,DXB-PEW,Active,C-F8901,10.0,35.0,292.0,337.0,240,240,475,28,71.22
811,2025-09-23,Tuesday,False,September,Q3,2025,Star Air,XX,DXB,Dubai International Airport,BNE,Brisbane Airport (BNE),DXB-BNE,Active,C-F2813,10.0,32.0,284.0,326.0,237,237,991,21,72.7
819,2025-07-30,Wednesday,False,July,Q3,2025,Star Air,XX,DXB,Dubai International Airport,BOM,Chhatrapati Shivaji Maharaj International Airport,DXB-BOM,,,,,,,246,246,246,28,
161,2025-06-21,Saturday,True,June,Q2,2025,Star Air,XX,SYD,Sydney Kingsford Smith Airport (SYD),DXB,Dubai International Airport,SYD-DXB,Active,C-F7998,10.0,38.0,295.0,343.0,247,247,247,22,72.01
701,2025-09-23,Tuesday,False,September,Q3,2025,Star Air,XX,BKK,Suvarnabhumi Airport,DXB,Dubai International Airport,BKK-DXB,Active,C-F7292,9.0,35.0,296.0,340.0,252,252,252,21,74.12
270,2025-07-30,Wednesday,False,July,Q3,2025,Star Air,XX,BKK,Suvarnabhumi Airport,DXB,Dubai International Airport,BKK-DXB,,,,,,,253,253,253,28,
130,2025-07-30,Wednesday,False,July,Q3,2025,Star Air,XX,BNE,Brisbane Airport (BNE),DXB,Dubai International Airport,BNE-DXB,,,,,,,237,237,237,28,
818,2025-09-23,Tuesday,False,September,Q3,2025,Star Air,XX,CCU,Netaji Subhas Chandra Bose International Airport,DXB,Dubai International Airport,CCU-DXB,,,,,,,244,244,244,21,
608,2025-09-23,Tuesday,False,September,Q3,2025,Star Air,XX,KUL,Kuala Lumpur International Airport,DXB,Dubai International Airport,KUL-DXB,Active,9V1050,13.0,21.0,299.0,333.0,246,246,246,21,73.87
235,2025-08-02,Saturday,True,August,Q3,2025,Star Air,XX,BNE,Brisbane Airport (BNE),DXB,Dubai International Airport,BNE-DXB,Active,A64657,16.0,34.0,295.0,345.0,245,245,497,16,71.01
876,2025-08-02,Saturday,True,August,Q3,2025,Star Air,XX,BNE,Brisbane Airport (BNE),DXB,Dubai International Airport,BNE-DXB,Active,A69973,6.0,29.0,299.0,334.0,252,252,497,16,75.45
405,2025-07-30,Wednesday,False,July,Q3,2025,Star Air,XX,CCU,Netaji Subhas Chandra Bose International Airport,DXB,Dubai International Airport,CCU-DXB,,,,,,,248,248,489,28,
581,2025-07-30,Wednesday,False,July,Q3,2025,Star Air,XX,CCU,Netaji Subhas Chandra Bose International Airport,DXB,Dubai International Airport,CCU-DXB,Active,A69187,7.0,21.0,295.0,323.0,241,241,489,28,74.61
658,2025-07-30,Wednesday,False,July,Q3,2025,Star Air,XX,CHC,Christchurch Airport,DXB,Dubai International Airport,CHC-DXB,,,,,,,244,244,504,28,
385,2025-09-23,Tuesday,False,September,Q3,2025,Star Air,XX,CPT,Cape Town International Airport,DXB,Dubai International Airport,CPT-DXB,,,,,,,252,252,252,21,
139,2025-07-30,Wednesday,False,July,Q3,2025,Star Air,XX,CPT,Cape Town International Airport,DXB,Dubai International Airport,CPT-DXB,,,,,,,247,247,247,28,
172,2025-08-02,Saturday,True,August,Q3,2025,Star Air,XX,DEL,Indira Gandhi International Airport,DXB,Dubai International Airport,DEL-DXB,,,,,,,229,229,229,16,
163,2025-09-23,Tuesday,False,September,Q3,2025,Star Air,XX,DXB,Dubai International Airport,BKK,Suvarnabhumi Airport,DXB-BKK,,,,,,,254,254,254,21,
694,2025-09-23,Tuesday,False,September,Q3,2025,Star Air,XX,DEL,Indira Gandhi International Airport,DXB,Dubai International Airport,DEL-DXB,,,,,,,244,244,244,21,
311,2025-09-23,Tuesday,False,September,Q3,2025,Star Air,XX,DXB,Dubai International Airport,BNE,Brisbane Airport (BNE),DXB-BNE,,,,,,,248,248,991,21,
760,2025-09-23,Tuesday,False,September,Q3,2025,Star Air,XX,DXB,Dubai International Airport,BNE,Brisbane Airport (BNE),DXB-BNE,,,,,,,252,252,991,21,
285,2025-09-23,Tuesday,False,September,Q3,2025,Star Air,XX,DXB,Dubai International Airport,BNE,Brisbane Airport (BNE),DXB-BNE,,,,,,,254,254,991,21,
445,2025-09-23,Tuesday,False,September,Q3,2025,Star Air,XX,COK,Cochin International Airport,DXB,Dubai International Airport,COK-DXB,Active,D-A5874,9.0,22.0,296.0,327.0,248,248,248,21,75.84
876,2025-07-30,Wednesday,False,July,Q3,2025,Star Air,XX,DXB,Dubai International Airport,BNE,Brisbane Airport (BNE),DXB-BNE,,,,,,,253,253,496,28,
235,2025-07-30,Wednesday,False,July,Q3,2025,Star Air,XX,DXB,Dubai International Airport,BNE,Brisbane Airport (BNE),DXB-BNE,,,,,,,243,243,496,28,
453,2025-07-30,Wednesday,False,July,Q3,2025,Star Air,XX,DXB,Dubai International Airport,MUC,Munich Airport (MUC),DXB-MUC,Active,VT6935,8.0,22.0,292.0,322.0,233,233,233,28,72.36
333,2025-07-30,Wednesday,False,July,Q3,2025,Star Air,XX,DXB,Dubai International Airport,CCU,Netaji Subhas Chandra Bose International Airport,DXB-CCU,Active,VT6909,10.0,21.0,299.0,330.0,249,249,249,28,75.45
139,2025-08-02,Saturday,True,August,Q3,2025,Star Air,XX,DXB,Dubai International Airport,CPT,Cape Town International Airport,DXB-CPT,Active,A68535,13.0,40.0,293.0,346.0,248,248,248,16,71.68
172,2025-09-23,Tuesday,False,September,Q3,2025,Star Air,XX,DXB,Dubai International Airport,DEL,Indira Gandhi International Airport,DXB-DEL,Active,C-F2463,7.0,28.0,291.0,326.0,240,240,240,21,73.62
667,2025-07-30,Wednesday,False,July,Q3,2025,Star Air,XX,DXB,Dubai International Airport,CPT,Cape Town International Airport,DXB-CPT,Active,A61460,13.0,22.0,294.0,329.0,226,226,226,28,68.69
551,2025-07-30,Wednesday,False,July,Q3,2025,Star Air,XX,DXB,Dubai International Airport,MAA,Chennai International Airport,DXB-MAA,,,,,,,237,237,237,28,
781,2025-08-02,Saturday,True,August,Q3,2025,Star Air,XX,DXB,Dubai International Airport,LHE,Allama Iqbal International Airport,DXB-LHE,Active,9V9839,9.0,25.0,291.0,325.0,242,242,242,16,74.46
150,2025-09-23,Tuesday,False,September,Q3,2025,Star Air,XX,DXB,Dubai International Airport,JFK,John F. Kennedy International Airport (JFK),DXB-JFK,,,,,,,247,247,247,21,
394,2025-08-02,Saturday,True,August,Q3,2025,Star Air,XX,DXB,Dubai International Airport,KHI,Jinnah International Airport,DXB-KHI,,,,,,,253,253,253,16,
165,2025-07-30,Wednesday,False,July,Q3,2025,Star Air,XX,DXB,Dubai International Airport,MEL,Melbourne Airport (MEL),DXB-MEL,,,,,,,253,253,253,28,
793,2025-07-30,Wednesday,False,July,Q3,2025,Star Air,XX,DXB,Dubai International Airport,PEW,Bacha Khan International Airport,DXB-PEW,,,,,,,235,235,475,28,
148,2025-09-23,Tuesday,False,September,Q3,2025,Star Air,XX,DXB,Dubai International Airport,SIN,Singapore Changi Airport (SIN),DXB-SIN,,,,,,,256,256,256,21,
161,2025-07-30,Wednesday,False,July,Q3,2025,Star Air,XX,DXB,Dubai International Airport,SYD,Sydney Kingsford Smith Airport (SYD),DXB-SYD,,,,,,,248,248,497,28,
637,2025-07-30,Wednesday,False,July,Q3,2025,Star Air,XX,DXB,Dubai International Airport,SYD,Sydney Kingsford Smith Airport (SYD),DXB-SYD,,,,,,,249,249,497,28,
199,2025-08-02,Saturday,True,August,Q3,2025,Star Air,XX,DXB,Dubai International Airport,YUL,Montréal–Trudeau International Airport,DXB-YUL,Active,VT6238,13.0,40.0,296.0,349.0,228,228,228,16,65.33
386,2025-07-30,Wednesday,False,July,Q3,2025,Star Air,XX,DXB,Dubai International Airport,MIL,Milan–Malpensa Airport,DXB-MIL,,,,,,,235,235,472,28,
867,2025-07-30,Wednesday,False,July,Q3,2025,Star Air,XX,DXB,Dubai International Airport,MIL,Milan–Malpensa Airport,DXB-MIL,,,,,,,237,237,472,28,
833,2025-07-30,Wednesday,False,July,Q3,2025,Star Air,XX,DXB,Dubai International Airport,ORD,O'Hare International Airport (ORD),DXB-ORD,,,,,,,237,237,237,28,
521,2025-08-02,Saturday,True,August,Q3,2025,Star Air,XX,IAH,George Bush Intercontinental Airport,DXB,Dubai International Airport,IAH-DXB,Active,A69481,9.0,36.0,287.0,332.0,260,260,260,16,78.31
731,2025-08-02,Saturday,True,August,Q3,2025,Star Air,XX,DXB,Dubai International Airport,YYZ,Toronto Pearson International Airport,DXB-YYZ,Active,A65203,13.0,32.0,283.0,328.0,239,239,239,16,72.87
393,2025-09-23,Tuesday,False,September,Q3,2025,Star Air,XX,LHE,Allama Iqbal International Airport,DXB,Dubai International Airport,LHE-DXB,Active,A63240,8.0,34.0,292.0,334.0,256,256,256,21,76.65
117,2025-08-02,Saturday,True,August,Q3,2025,Star Air,XX,MAA,Chennai International Airport,DXB,Dubai International Airport,MAA-DXB,Active,D-A1897,10.0,33.0,297.0,340.0,222,222,222,16,65.29
781,2025-07-30,Wednesday,False,July,Q3,2025,Star Air,XX,LHE,Allama Iqbal International Airport,DXB,Dubai International Airport,LHE-DXB,,,,,,,248,248,497,28,
998,2025-07-30,Wednesday,False,July,Q3,2025,Star Air,XX,LHE,Allama Iqbal International Airport,DXB,Dubai International Airport,LHE-DXB,,,,,,,249,249,497,28,
895,2025-09-23,Tuesday,False,September,Q3,2025,Star Air,XX,JFK,John F. Kennedy International Airport (JFK),DXB,Dubai International Airport,JFK-DXB,,,,,,,257,257,257,21,
867,2025-08-02,Saturday,True,August,Q3,2025,Star Air,XX,MIL,Milan–Malpensa Airport,DXB,Dubai International Airport,MIL-DXB,Active,VT6758,13.0,40.0,285.0,338.0,254,254,254,16,75.15
808,2025-09-23,Tuesday,False,September,Q3,2025,Star Air,XX,PEW,Bacha Khan International Airport,DXB,Dubai International Airport,PEW-DXB,,,,,,,255,255,255,21,
542,2025-08-02,Saturday,True,August,Q3,2025,Star Air,XX,ORD,O'Hare International Airport (ORD),DXB,Dubai International Airport,ORD-DXB,Active,9V3688,8.0,24.0,297.0,329.0,253,253,253,16,76.9
637,2025-08-02,Saturday,True,August,Q3,2025,Star Air,XX,SYD,Sydney Kingsford Smith Airport (SYD),DXB,Dubai International Airport,SYD-DXB,Active,9V8592,8.0,34.0,289.0,331.0,272,272,272,16,82.18
137,2025-09-23,Tuesday,False,September,Q3,2025,Star Air,XX,SYD,Sydney Kingsford Smith Airport (SYD),DXB,Dubai International Airport,SYD-DXB,,,,,,,240,240,493,21,
253,2025-08-02,Saturday,True,August,Q3,2025,Star Air,XX,MRU,Sir Seewoosagur Ramgoolam International Airport,DXB,Dubai International Airport,MRU-DXB,Active,9V9961,7.0,39.0,294.0,340.0,263,263,263,16,77.35
597,2025-07-30,Wednesday,False,July,Q3,2025,Star Air,XX,SIN,Singapore Changi Airport (SIN),DXB,Dubai International Airport,SIN-DXB,Active,9V6271,10.0,40.0,295.0,345.0,218,218,218,28,63.19
