Flight_Date,month_name,quarter_label,year,Carrier_Name,Carrier_Code,Flight_no,Route,Origin_Airport_Name,Destination_Airport_Name,Flight_Details_Flag,Flight_Status,Carrier_Type,Passenger_Count,Coupon_Count,First_Class_Seats,Business_Class_Seats,Economy_Class_Seats,Total_Seats,Load_Factor_Pct,Starair_Revenue_AED,Starair_Net_Revenue_AED,Starair_Commission_AED,Starair_Discount_AED,Starair_Tax_AED,Starair_Tickets_Sold,Inward_Billed_Amount,Inward_Billed_Commission,Inward_Accepted_Amount,Inward_Accepted_Commission,Inward_Rejected_Amount,Inward_Rejected_Commission,Inward_Ticket_Count,Inward_Acceptance_Rate_Pct,Settlement_Sale_Value,Settlement_Billing_Value,Settlement_Invoice_Count,Settlement_Ticket_Count,Settlement_Variance
2025-07-04,July,Q3,2025,Star Air,XX,651,DXB-MIL,Dubai International Airport,Milan–Malpensa Airport,Not Available,null,Star Air,221,221,null,null,null,0,null,null,null,null,null,null,null,724440.00,43466.40,615982.26,36958.95,108457.74,6507.45,1257,85.03,588103702.00,588103702.00,3281,10404,0.00
2025-08-02,August,Q3,2025,Star Air,XX,253,MRU-DXB,Sir Seewoosagur Ramgoolam International Airport,Dubai International Airport,Available,Active,Star Air,263,263,7,39,294,340,77.35,533618.07173300,493611.4828822,32017.08430398,7989.50454700,32017.06071477,263,1234695.00,74081.70,1049151.36,62948.81,185543.64,11132.89,2215,84.97,550591227.00,550591227.00,3173,9649,0.00
2025-10-09,October,Q4,2025,Star Air,XX,399,YUL-DXB,Montréal–Trudeau International Airport,Dubai International Airport,Not Available,null,Star Air,240,240,null,null,null,0,null,null,null,null,null,null,null,1678470.00,100708.20,1421077.54,85264.77,257392.46,15443.43,2198,84.67,822039448.00,822039448.00,3645,12392,0.00
2025-03-23,March,Q1,2025,Star Air,XX,339,DXB-CHC,Dubai International Airport,Christchurch Airport,Not Available,null,Star Air,247,247,null,null,null,0,null,null,null,null,null,null,null,1263525.00,75811.50,1067083.72,64025.03,196441.29,11786.47,2013,84.45,99426972.00,99426972.00,1488,2693,0.00
2025-01-05,January,Q1,2025,Star Air,XX,629,MIL-DXB,Milan–Malpensa Airport,Dubai International Airport,Available,Active,Star Air,223,223,15,38,288,341,65.40,264844.01292100,243802.6988842,15890.64077526,5150.67326100,21185.56832275,223,1544380.00,92662.80,1305635.22,78338.02,238744.78,14324.78,2239,84.54,133709929.00,133709929.00,1528,2775,0.00
2025-11-02,November,Q4,2025,Star Air,XX,629,MIL-DXB,Milan–Malpensa Airport,Dubai International Airport,Available,Active,Star Air,253,253,15,38,288,341,74.19,321871.30430700,284482.5069183,19312.27825842,18076.51912900,25750.31413346,253,864070.00,51844.20,732136.25,43928.02,131933.75,7916.18,1392,84.73,936729495.00,936729495.00,3915,15017,0.00
2025-02-22,February,Q1,2025,Star Air,XX,117,MAA-DXB,Chennai International Airport,Dubai International Airport,Available,Active,Star Air,245,245,10,33,297,340,72.06,204302.75079500,188867.3226776,12258.16504770,3177.26307000,22473.14093966,245,760765.00,45645.90,644208.47,38652.35,116556.54,6993.55,2005,84.68,191306160.00,191306160.00,1532,2858,0.00
2025-11-29,November,Q4,2025,Star Air,XX,366,DXB-MAA,Dubai International Airport,Chennai International Airport,Available,Active,Star Air,247,247,12,30,292,334,73.95,199730.00000000,156448.2000000,11983.80000000,31298.00000000,21970.49000000,247,1615440.00,96926.40,1361527.57,81691.56,253912.45,15234.84,2391,84.28,71677996.00,71677996.00,1124,1872,0.00
2025-10-08,October,Q4,2025,Star Air,XX,731,YYZ-DXB,Toronto Pearson International Airport,Dubai International Airport,Not Available,null,Star Air,251,251,null,null,null,0,null,null,null,null,null,null,null,1225585.00,73535.10,1041596.70,62495.78,183988.30,11039.32,1666,84.99,579405303.00,579405303.00,3540,12218,0.00
2025-07-13,July,Q3,2025,Star Air,XX,339,DXB-CHC,Dubai International Airport,Christchurch Airport,Not Available,null,Star Air,214,214,null,null,null,0,null,null,null,null,null,null,null,1420595.00,85235.70,1200075.97,72004.61,220519.04,13231.09,1984,84.48,422186215.00,422186215.00,3214,10179,0.00
2025-03-07,March,Q1,2025,Star Air,XX,163,BKK-DXB,Suvarnabhumi Airport,Dubai International Airport,Available,Active,Star Air,243,243,8,28,287,323,75.23,487925.88338700,451683.1159405,29275.55300322,6967.21444400,73188.86790633,243,840415.00,50424.90,709275.47,42556.69,131139.53,7868.21,1791,84.40,211359222.00,211359222.00,1469,2777,0.00
2025-08-10,August,Q3,2025,Star Air,XX,269,SIN-DXB,Singapore Changi Airport (SIN),Dubai International Airport,Available,Active,Star Air,246,246,16,34,298,348,70.69,345173.34607100,318085.6200402,20710.40076426,6377.32526700,37968.83292323,246,1348310.00,80898.60,1138620.72,68317.27,209689.29,12581.33,2029,84.45,419972703.00,419972703.00,3087,9537,0.00
2025-12-19,December,Q4,2025,Star Air,XX,816,LHE-DXB,Allama Iqbal International Airport,Dubai International Airport,Not Available,null,Star Air,246,246,null,null,null,0,null,null,null,null,null,null,null,844815.00,50688.90,716231.43,42973.91,128583.57,7714.99,1988,84.78,68432200.00,68432200.00,1109,1755,0.00
2025-06-20,June,Q2,2025,Star Air,XX,924,DXB-HAN,Dubai International Airport,Noi Bai International Airport,Available,Active,Star Air,252,252,7,36,291,334,75.45,452603.00000000,417145.8200000,27156.18000000,8301.00000000,72416.47000000,252,997590.00,59855.40,845512.30,50730.77,152077.71,9124.63,1912,84.76,621629230.00,621629230.00,3453,11469,0.00
2025-06-02,June,Q2,2025,Star Air,XX,709,SIN-DXB,Singapore Changi Airport (SIN),Dubai International Airport,Available,Active,Star Air,249,249,16,32,296,344,72.38,376614.55761600,349219.7817554,22596.87345696,4797.90240300,41429.19418801,249,943435.00,56606.10,797140.98,47777.83,146294.02,8828.27,1463,84.49,620349628.00,620349628.00,3756,13610,0.00
2025-08-25,August,Q3,2025,Star Air,XX,850,DXB-MEL,Dubai International Airport,Melbourne Airport (MEL),Not Available,null,Star Air,250,250,null,null,null,0,null,null,null,null,null,null,null,730145.00,43808.70,616713.46,37002.81,113431.54,6805.89,1216,84.46,531810126.00,531810126.00,3211,9844,0.00
2025-01-26,January,Q1,2025,Star Air,XX,457,DXB-AKL,Dubai International Airport,Auckland Airport,Not Available,null,Star Air,244,244,null,null,null,0,null,null,null,null,null,null,null,1713285.00,102797.10,1452689.77,87161.35,260595.23,15635.75,2565,84.79,111464129.00,111464129.00,1573,2990,0.00
2025-07-04,July,Q3,2025,Star Air,XX,760,BNE-DXB,Brisbane Airport (BNE),Dubai International Airport,Available,Active,Star Air,240,240,7,22,293,322,74.53,450271.56412800,414285.4615710,27016.29384768,8969.80870900,85549.63713962,240,724440.00,43466.40,615982.26,36958.95,108457.74,6507.45,1257,85.03,588103702.00,588103702.00,3281,10404,0.00
2026-01-26,January,Q1,2026,Star Air,XX,709,SIN-DXB,Singapore Changi Airport (SIN),Dubai International Airport,Available,Active,Star Air,261,261,16,32,296,344,75.87,313724.12178600,290435.2638520,18823.44730716,4465.41062500,34512.40064639,261,692565.00,41553.90,588086.13,35285.21,104478.87,6268.69,1468,84.91,72613839.00,72613839.00,1032,1598,0.00
2025-06-24,June,Q2,2025,Star Air,XX,223,CPT-DXB,Cape Town International Airport,Dubai International Airport,Not Available,null,Star Air,246,246,null,null,null,0,null,null,null,null,null,null,null,590625.00,35437.50,497140.94,29858.77,93484.07,5578.73,1441,84.17,559354879.00,559354879.00,3361,11145,0.00
2025-04-04,April,Q2,2025,Star Air,XX,531,SYD-DXB,Sydney Kingsford Smith Airport (SYD),Dubai International Airport,Available,Active,Star Air,247,247,7,26,295,328,75.30,634807.08108800,588421.1412611,38088.42486528,8297.51496200,114264.91816596,247,1129870.00,67792.20,960329.38,57619.70,169540.62,10172.50,2134,84.99,121450333.00,121450333.00,1472,2627,0.00
2025-09-30,September,Q3,2025,Star Air,XX,694,DEL-DXB,Indira Gandhi International Airport,Dubai International Airport,Not Available,null,Star Air,266,266,null,null,null,0,null,null,null,null,null,null,null,1122230.00,67333.80,948294.39,56897.73,173935.61,10436.07,2429,84.50,477380517.00,477380517.00,3372,11651,0.00
2025-08-05,August,Q3,2025,Star Air,XX,331,LHR-DXB,Heathrow Airport,Dubai International Airport,Not Available,null,Star Air,243,243,null,null,null,0,null,null,null,null,null,null,null,1110480.00,66628.80,938948.36,56336.72,171531.64,10292.08,2490,84.55,372922389.00,372922389.00,3106,9583,0.00
2025-10-21,October,Q4,2025,Star Air,XX,771,DXB-BKK,Dubai International Airport,Suvarnabhumi Airport,Not Available,null,Star Air,241,241,null,null,null,0,null,null,null,null,null,null,null,793375.00,47602.50,670625.05,40237.48,122749.96,7365.02,1679,84.53,705507953.00,705507953.00,3800,14165,0.00
2026-01-06,January,Q1,2026,Star Air,XX,895,JFK-DXB,John F. Kennedy International Airport (JFK),Dubai International Airport,Not Available,null,Star Air,254,254,null,null,null,0,null,null,null,null,null,null,null,1239760.00,74385.60,1055756.68,63345.54,184003.32,11040.06,2398,85.16,38055248.00,38055248.00,1004,1515,0.00
2026-03-20,March,Q1,2026,Star Air,XX,833,ORD-DXB,O'Hare International Airport (ORD),Dubai International Airport,Available,Active,Star Air,251,251,11,36,292,339,74.04,866727.67628700,805261.4814191,52003.66057722,9462.53428900,95339.00231703,251,1014280.00,60856.80,858124.81,51487.36,156155.19,9369.44,2218,84.60,105615734.00,105615734.00,805,1126,0.00
2025-03-27,March,Q1,2025,Star Air,XX,446,YUL-DXB,Montréal–Trudeau International Airport,Dubai International Airport,Not Available,null,Star Air,261,261,null,null,null,0,null,null,null,null,null,null,null,1082875.00,64972.50,917466.41,55047.97,165408.59,9924.53,1496,84.73,122340583.00,122340583.00,1491,2779,0.00
2025-10-06,October,Q4,2025,Star Air,XX,578,DXB-YUL,Dubai International Airport,Montréal–Trudeau International Airport,Available,Active,Star Air,242,242,14,20,288,322,75.16,224980.00000000,209276.2000000,13498.80000000,2205.00000000,24748.86000000,242,717250.00,43035.00,605737.34,36344.21,111512.66,6690.79,1446,84.45,583272567.00,583272567.00,3554,12127,0.00
2026-01-16,January,Q1,2026,Star Air,XX,796,DXB-MAA,Dubai International Airport,Chennai International Airport,Available,Active,Star Air,243,243,10,21,297,328,74.09,216812.00000000,201611.2800000,13008.72000000,2192.00000000,23848.75000000,243,919875.00,55192.50,775865.49,46551.88,144009.51,8640.62,1962,84.34,73039897.00,73039897.00,964,1449,0.00
2026-01-24,January,Q1,2026,Star Air,XX,793,PEW-DXB,Bacha Khan International Airport,Dubai International Airport,Available,Active,Star Air,246,246,8,38,297,343,71.72,289635.29194200,268475.0511639,17378.11751652,3782.12326100,23170.81956543,246,1235185.00,74111.10,1043775.92,62626.35,191409.08,11484.75,2427,84.50,106861969.00,106861969.00,982,1541,0.00
2025-02-05,February,Q1,2025,Star Air,XX,436,MEL-DXB,Melbourne Airport (MEL),Dubai International Airport,Available,Active,Star Air,260,260,10,24,300,334,77.84,1057890.96732800,976365.0680437,63473.45803968,18052.44124400,190420.20076384,260,1697325.00,101839.50,1440368.56,86422.08,256956.44,15417.42,2564,84.86,69222377.00,69222377.00,1517,2913,0.00
2025-07-29,July,Q3,2025,Star Air,XX,811,DXB-BNE,Dubai International Airport,Brisbane Airport (BNE),Available,Active,Star Air,242,242,10,32,284,326,74.23,501421.00000000,465654.7400000,30085.26000000,5681.00000000,85240.96000000,242,1031625.00,61897.50,872374.27,52342.49,159250.73,9555.01,2209,84.56,478950843.00,478950843.00,3141,9581,0.00
2025-07-27,July,Q3,2025,Star Air,XX,650,DXB-YUL,Dubai International Airport,Montréal–Trudeau International Airport,Available,Active,Star Air,238,238,6,20,285,311,76.53,239117.00000000,222429.9800000,14347.02000000,2340.00000000,23911.16000000,238,2491775.00,149506.50,2104564.54,126273.71,387210.46,23232.79,2947,84.46,712058385.00,712058385.00,3169,9708,0.00
2025-04-18,April,Q2,2025,Star Air,XX,331,DXB-LHR,Dubai International Airport,Heathrow Airport,Available,Active,Star Air,242,242,15,26,293,334,72.46,409686.00000000,380443.8400000,24581.16000000,4661.00000000,20484.19000000,242,971795.00,58307.70,823690.87,49421.37,148104.13,8886.33,1700,84.76,83693508.00,83693508.00,1350,2365,0.00
2025-08-18,August,Q3,2025,Star Air,XX,307,BNE-DXB,Brisbane Airport (BNE),Dubai International Airport,Available,Active,Star Air,239,239,13,22,299,334,71.56,431307.76228900,397687.8430512,25878.46573734,7741.45350000,81952.14083184,239,788995.00,47339.70,664261.09,39855.55,124733.91,7484.15,1256,84.19,392004635.00,392004635.00,3141,9742,0.00
2025-04-01,April,Q2,2025,Star Air,XX,748,YUL-DXB,Montréal–Trudeau International Airport,Dubai International Airport,Not Available,null,Star Air,236,236,null,null,null,0,null,null,null,null,null,null,null,1384260.00,83055.60,1171242.46,70293.82,213017.54,12761.78,3150,84.61,143436817.00,143436817.00,1479,2671,0.00
2025-10-11,October,Q4,2025,Star Air,XX,819,BOM-DXB,Chhatrapati Shivaji Maharaj International Airport,Dubai International Airport,Available,Active,Star Air,236,236,6,30,290,326,72.39,212285.30563900,198225.3586382,12737.11833834,1322.82866200,19039.66969958,236,975540.00,58532.40,828481.77,49709.03,147058.23,8823.37,1938,84.93,542524105.00,542524105.00,3598,12574,0.00
2025-03-24,March,Q1,2025,Star Air,XX,950,DXB-CDG,Dubai International Airport,Charles de Gaulle Airport (CDG),Not Available,null,Star Air,227,227,null,null,null,0,null,null,null,null,null,null,null,540345.00,32420.70,457739.37,27464.52,82605.63,4956.18,753,84.71,112792283.00,112792283.00,1450,2695,0.00
2025-03-03,March,Q1,2025,Star Air,XX,231,MEL-DXB,Melbourne Airport (MEL),Dubai International Airport,Available,Active,Star Air,255,255,7,37,275,319,79.94,925178.49726900,857353.4422742,55510.70983614,12314.34515900,175778.15609745,255,153220.00,9193.20,129218.10,7753.06,24001.90,1440.14,513,84.34,78563457.00,78563457.00,1503,2820,0.00
2025-06-06,June,Q2,2025,Star Air,XX,301,DXB-ADD,Dubai International Airport,Addis Ababa Bole International Airport,Available,Active,Star Air,229,229,7,39,297,343,66.76,241325.00000000,221199.5000000,14479.50000000,5646.00000000,14479.62000000,229,992575.00,59554.50,838545.13,50312.59,154029.87,9241.91,1742,84.48,662189911.00,662189911.00,3608,13001,0.00
2025-12-17,December,Q4,2025,Star Air,XX,222,YUL-DXB,Montréal–Trudeau International Airport,Dubai International Airport,Not Available,null,Star Air,245,245,null,null,null,0,null,null,null,null,null,null,null,1599755.00,95985.30,1350873.30,81052.19,248881.70,14933.11,2435,84.44,75915425.00,75915425.00,1111,1795,0.00
2026-01-19,January,Q1,2026,Star Air,XX,912,COK-DXB,Cochin International Airport,Dubai International Airport,Not Available,null,Star Air,250,250,null,null,null,0,null,null,null,null,null,null,null,491380.00,29482.80,413358.46,24801.51,78021.54,4681.29,723,84.12,75301110.00,75301110.00,971,1480,0.00
2025-01-07,January,Q1,2025,Star Air,XX,223,CPT-DXB,Cape Town International Airport,Dubai International Airport,Not Available,null,Star Air,236,236,null,null,null,0,null,null,null,null,null,null,null,1089165.00,65349.90,921453.93,55287.06,167711.07,10062.85,2797,84.60,89176252.00,89176252.00,1505,2806,0.00
2025-04-12,April,Q2,2025,Star Air,XX,811,BNE-DXB,Brisbane Airport (BNE),Dubai International Airport,Not Available,null,Star Air,227,227,null,null,null,0,null,null,null,null,null,null,null,831575.00,49894.50,701485.54,41056.20,130089.46,8838.30,1202,84.36,154971441.00,154971441.00,1450,2609,0.00
2026-03-15,March,Q1,2026,Star Air,XX,883,DXB-BNE,Dubai International Airport,Brisbane Airport (BNE),Not Available,null,Star Air,242,242,null,null,null,0,null,null,null,null,null,null,null,817390.00,49043.40,692272.44,41536.34,125117.56,7507.06,1476,84.69,72036430.00,72036430.00,835,1197,0.00
2025-01-29,January,Q1,2025,Star Air,XX,551,DXB-MAA,Dubai International Airport,Chennai International Airport,Not Available,null,Star Air,259,259,null,null,null,0,null,null,null,null,null,null,null,1695175.00,101710.50,1429593.82,85775.70,265581.18,15934.80,2253,84.33,157530818.00,157530818.00,1502,2888,0.00
2025-06-01,June,Q2,2025,Star Air,XX,480,CCU-DXB,Netaji Subhas Chandra Bose International Airport,Dubai International Airport,Available,Active,Star Air,238,238,7,21,293,321,74.14,252579.59300500,233314.5602236,15154.77558030,4110.25720100,27783.77349112,238,2337355.00,140241.30,1983880.18,119032.68,353474.82,21208.62,3056,84.88,657025583.00,657025583.00,3730,13866,0.00
2025-04-12,April,Q2,2025,Star Air,XX,393,DXB-LHE,Dubai International Airport,Allama Iqbal International Airport,Not Available,null,Star Air,245,245,null,null,null,0,null,null,null,null,null,null,null,831575.00,49894.50,701485.54,41056.20,130089.46,8838.30,1202,84.36,154971441.00,154971441.00,1450,2609,0.00
2025-05-06,May,Q2,2025,Star Air,XX,680,YUL-DXB,Montréal–Trudeau International Airport,Dubai International Airport,Not Available,null,Star Air,228,228,null,null,null,0,null,null,null,null,null,null,null,1523270.00,91396.20,1291999.65,77346.47,231270.35,14049.73,2585,84.82,372104324.00,372104324.00,2386,5948,0.00
2025-10-10,October,Q4,2025,Star Air,XX,745,MEL-DXB,Melbourne Airport (MEL),Dubai International Airport,Available,Active,Star Air,249,249,11,22,298,331,75.23,989317.57579600,905366.5262229,59359.05454776,24591.99502500,178077.92908700,249,946605.00,56796.30,798695.48,47921.69,147909.52,8874.61,1723,84.37,527974352.00,527974352.00,3620,12677,0.00
2025-10-11,October,Q4,2025,Star Air,XX,867,MIL-DXB,Milan–Malpensa Airport,Dubai International Airport,Available,Active,Star Air,242,242,13,40,285,338,71.60,326000.82841800,296299.8597475,19560.04970508,10140.91896400,26083.51005280,242,975540.00,58532.40,828481.77,49709.03,147058.23,8823.37,1938,84.93,542524105.00,542524105.00,3598,12574,0.00
2025-11-30,November,Q4,2025,Star Air,XX,924,DXB-HAN,Dubai International Airport,Noi Bai International Airport,Available,Active,Star Air,218,218,7,36,291,334,65.27,330336.00000000,-13859151.1600000,19820.16000000,14169667.00000000,52853.70000000,218,1660040.00,99602.40,1407381.94,84442.71,252658.07,15159.69,2421,84.78,50198837.00,50198837.00,1169,1890,0.00
2025-02-05,February,Q1,2025,Star Air,XX,551,DXB-MAA,Dubai International Airport,Chennai International Airport,Not Available,null,Star Air,255,255,null,null,null,0,null,null,null,null,null,null,null,1697325.00,101839.50,1440368.56,86422.08,256956.44,15417.42,2564,84.86,69222377.00,69222377.00,1517,2913,0.00
2025-11-20,November,Q4,2025,Star Air,XX,310,DXB-IAH,Dubai International Airport,George Bush Intercontinental Airport,Not Available,null,Star Air,233,233,null,null,null,0,null,null,null,null,null,null,null,1323435.00,79406.10,1116661.83,66999.48,206773.17,12406.62,1909,84.38,120204279.00,120204279.00,1213,1992,0.00
2026-03-25,March,Q1,2026,Star Air,XX,233,BNE-DXB,Brisbane Airport (BNE),Dubai International Airport,Available,Active,Star Air,255,255,8,27,299,334,76.35,462725.73967900,429286.1857721,27763.54438074,5676.00952500,87919.81199110,255,460730.00,27643.80,388652.55,23319.21,72077.46,4324.59,1241,84.36,49018029.00,49018029.00,760,1061,0.00
2026-01-10,January,Q1,2026,Star Air,XX,456,MIL-DXB,Milan–Malpensa Airport,Dubai International Airport,Not Available,null,Star Air,252,252,null,null,null,0,null,null,null,null,null,null,null,1311265.00,78675.90,1112034.91,66722.11,199230.09,11953.79,2144,84.81,86115398.00,86115398.00,992,1533,0.00
2025-12-12,December,Q4,2025,Star Air,XX,311,BNE-DXB,Brisbane Airport (BNE),Dubai International Airport,Not Available,null,Star Air,236,236,null,null,null,0,null,null,null,null,null,null,null,778395.00,46703.70,658116.27,39486.99,120278.74,7216.71,1727,84.55,62761817.00,62761817.00,1136,1866,0.00
